,id,name,alises,review_count,rating,latitude,longitude,price,address,city,zip_code,state
0,OCdBg074crlFQ_IlMYEtTw,Red Hook Food Vendors,"['Food Stands', 'Salvadoran']",196,4.0,40.671844714382,-74.0031832507873,$,155 Bay St,Brooklyn,11232,NY
1,AH2tDS58NyVBCwd3o8QKRw,Republica,"['Lounges', 'Dominican']",190,2.5,40.86375,-73.92635,$$,160 Dyckman St,New York,10040,NY
